Headline,Body ID
"Colleges do not need humanities programs",94072
"Voting should be mandatory",91581
"Drone attacks make more harm",91496
"Christians have created a harmful atmosphere for gays",92153
"Businesses should be allowed to have new employees sign noncompete deals",93370
"Amazon will kill off publishers",90259
"No, the laws should not be toughened",91143
"Wal-Mart can make us healthier",94215
"Non-Muslims help women by wearing hijabs",94127
"Tenure protects bad teachers",93047
"Young people are being irresponsible by delaying the rituals of adult life",90420
"Farms could survive without illegal labor",90110
"NATO should defend nonmbers",91976
"Big banks are not out of control",91120
"Veganism is good for everyone",90068
"All immigrants should get ID cards",91202
"Modern men are manly enough",91509
"Overcrowding is a legitimate threat",92407
"Supporting Israel helps",91738
"Same-sex colleges are outdated",92760
"Farm subsidies do not protect national security",92240
"Not to tip",92629
"Fraternities and sororities should be co-ed",90244
"College should be free",93931
"Keep selling arms to Taiwan",91541
"Europe should not shun refugees",92564
"Do not stop taxing capital gains",91825
"Extreme parenting is counterproductive",92873
"All immigrants should get ID cards",90210
"Wealthy colleges deserve tax breaks",90209
"Overcrowding is a legitimate threat",90783
"New York's bike lanes are not working",93098
"College free for everyone",94023
"Veganism is good for everyone",94095
"Home schoolers deserve a tax break",90249
"Miss America is bad for women",93966
"Modern men are manly enough",91174
"Comment sections have failed",93676
"No, it can't denounce",94145
"College should be free",92447
"Speech can be limited for public workers",93414
"Affirmative actions should be based on income",93549
"Colleges do not need humanities programs",93287
"Rim should be raised",93642
"No, it can't denounce",93034
"Supreme court is not too powerful",90082
"College should be free",91289
"Medicare doesn't need to be reformed",94239
"Voting should be a constitutional right",90917
"Mother Teresa should be canonized",93537
"Big banks are not out of control",91131
"We don't need libraries",92519
"College should be free",94271
"Fees are necessary",93239
"Greece will destroy the Euro Zone",91948
"College should be free",93936
"Prostituion is safer when it's legal",90838
"Vaccination should be mandatory for all children",90300
"We do not need professional critics",90844
"Young people are being irresponsible by delaying the rituals of adult life",92518
"Reality shows are not worse than other TV",90226
"Obamacare is not working",92876
"Beachfront homes should have to open their land to the public",91000
"Guns should be permitted on college campuses",91432
"Internet addiction is a concern for teenagers",94441
"Comment sections have failed",92928
"Brazil should not postpone Olympics",90534
"Felons should be allowed to vote",92043
"Non-Muslims help women by wearing hijabs",91261
"Veganism is good for everyone",93079
"Obamacare is not working",90562
"Crime can be ethically predicted",93223
"Home schoolers deserve a tax break",94209
"Social media encourage romance",93199
"Greece will destroy the Euro Zone",94405
"Europe should not shun refugees",93022
"Reality shows are not worse than other TV",90381
"Mother Teresa should be canonized",92690
"Farms could survive without illegal labor",91460
"Women should delay motherhood",91431
"No, it can't denounce",92642
"Home schoolers deserve a tax break",90939
"Mother Teresa should be canonized",93954
"US should attack Syria",94209
"Felons should be allowed to vote",94216
"Kurds are allies in SyriaAllies",94183
"New York's bike lanes are not working",94048
"Non-Muslims help women by wearing hijabs",90467
"Soccer doesn not need FIFA",90057
"Do not drop sports program in undergraduate schools",90351
"It should be illegal to declaw your cat",92182
"Home schoolers deserve a tax break",92052
"No, it can't denounce",92648
"Extreme parenting is counterproductive",93060
"Do not restrict use of the word 'natural' on food labels",90796
"Medicare doesn't need to be reformed",91529
"Wal-Mart can make us healthier",91704
"Happy hour should be banned",92771
"Colleges do not need humanities programs",93265
"Comment sections have failed",92400
"Parents' religious beliefs should allow them to refuse medical care for their children",91084
"Vaccination should be mandatory for all children",92089
"Medicare doesn't need to be reformed",90324
"Not to tip",91562
"Women should delay motherhood",92147
"Parents should make vacation with kids",91399
"Farms could survive without illegal labor",90380
"Big banks are not out of control",94328
"Government should grade colleges",93153
"Companies can excel without making workers miserable",91557
"Greece will destroy the Euro Zone",91947
"Public universities are neglecting in-state students",93191
"Speech can be limited for public workers",92917
"Parents should control what kids learn at school",94306
"Affirmative actions should be based on income",90535
"Christians have created a harmful atmosphere for gays",93021
"Germany should abandon the Euro",92724
"Supporting Israel helps",91787
"Home-schoolers should not play for high school teams",90804
"Casinos are not too much of a gamble",94413
"Companies can be trusted",94192
"Not to tip",91498
"Drug addicts should be forced into treatment",94241
"Marijuana is a gateway drug",91235
"Wal-Mart can make us healthier",91582
"No, it can't denounce",94176
"Royal Couple could be a modern family",93735
"Comment sections have failed",91902
"States do not need special schools for the deaf",90676
"US should attack Syria",91767
"Parents should help their children with homework",92978
"Sport leagues should enjoy nonprofit status",91403
"The threat has been exaggerated",92835
"Home-schoolers should not play for high school teams",90802
"Drug addicts should be forced into treatment",92794
"Christians have created a harmful atmosphere for gays",92948
"Abolish Birthright Citizenship",90723
"No, it can't denounce",92598
"Colleges do not need humanities programs",94111
"Iran doesn't remain a threat",92996
"Modern men are manly enough",91018
"Nations should not recognize a Palestinian state",94083
"Comment sections have failed",92387
"Christians have created a harmful atmosphere for gays",91565
"Marijuana is a gateway drug",92652
"Police is reacting to dangers",93745
"Obamacare is not working",93714
"Home-schoolers should not play for high school teams",93426
"No, it can't denounce",92624
"We don't need the C.I.A.",90155
"Comment sections have failed",90142
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",90216
"We don't need FEMA",90855
"People are getting dumber",90945
"Do not stop taxing capital gains",94023
"People are getting dumber",90232
"Colleges do not need humanities programs",91442
"Parents' religious beliefs should allow them to refuse medical care for their children",93862
"Happy hour should be banned",92378
"Rich politicans are less corruptible",94071
"Comment sections have failed",92330
"Greece should abandon Euro",93833
